Product Name,SKU,dynamic_price,Regular Price,Short Description,Description,Meta Title,Meta Description,Sale Price,Quantity,Weight,Pkg WT %,MRP %,Multiplier,Ship Mult,Discount %,Brand Name,Category,Tag,attribute_name,attribute_value,gallery,thumbnail,meta_image
Mamaearth Sulfate Free Awesome Orange Toothpaste For Kids With Fluoride,NDMA15471,TRUE,298,"Mamaearth Sulfate Free Awesome Orange Toothpaste For Kids With Fluoride — gentle, effective, and suitable for daily use.",A kid-friendly toothpaste with a pleasant flavor that gently cleans teeth and supports oral health. Formulated to be safe and effective for daily brushing. Free from harsh chemicals and dermatologically tested where applicable.,,,298,1000,100,25,25,1.4,2,17,Mamaearth,"Beauty,Makeup",,Pack Size,Pack of 2,"mamaearth-sulfate-free-awesome-orange-toothpaste-for-kids-with-fluoride-1.png, mamaearth-sulfate-free-awesome-orange-toothpaste-for-kids-with-fluoride-2.png, mamaearth-sulfate-free-awesome-orange-toothpaste-for-kids-with-fluoride-3.png",mamaearth-sulfate-free-awesome-orange-toothpaste-for-kids-with-fluoride-1.png,mamaearth-sulfate-free-awesome-orange-toothpaste-for-kids-with-fluoride-1.png
Mamaearth Moisture Matte Longstay Lipstick-Bubblegum Nude,NDMA15472,TRUE,499,"Mamaearth Moisture Matte Longstay Lipstick-Bubblegum Nude — gentle, effective, and suitable for daily use.","A cosmetic product delivering reliable performance, comfortable wear, and a pleasant finish. Dermatologically tested and formulated for everyday use. Free from harsh chemicals and dermatologically tested where applicable.",,,499,1000,2,25,25,1.4,30,17,Mamaearth,"Baby,Baby Oral Care",,Pack Size,2 g,"mamaearth-moisture-matte-longstay-lipstick-bubblegum-nude-1.png, mamaearth-moisture-matte-longstay-lipstick-bubblegum-nude-2.png, mamaearth-moisture-matte-longstay-lipstick-bubblegum-nude-3.png",mamaearth-moisture-matte-longstay-lipstick-bubblegum-nude-1.png,mamaearth-moisture-matte-longstay-lipstick-bubblegum-nude-1.png
Mamaearth Moisture Matte Longstay Lipstick - Citrus Nude,NDMA15473,TRUE,499,"Mamaearth Moisture Matte Longstay Lipstick - Citrus Nude — gentle, effective, and suitable for daily use.","A cosmetic product delivering reliable performance, comfortable wear, and a pleasant finish. Dermatologically tested and formulated for everyday use. Free from harsh chemicals and dermatologically tested where applicable.",,,499,1000,2,25,25,1.4,30,17,Mamaearth,"Beauty,Makeup",,Pack Size,2 g,"mamaearth-moisture-matte-longstay-lipstick-citrus-nude-1.png, mamaearth-moisture-matte-longstay-lipstick-citrus-nude-2.png, mamaearth-moisture-matte-longstay-lipstick-citrus-nude-3.png",mamaearth-moisture-matte-longstay-lipstick-citrus-nude-1.png,mamaearth-moisture-matte-longstay-lipstick-citrus-nude-1.png
Mamaearth Charcoal Black Long Stay Kajal with Vitamin C & Chamomile for 11-Hour Smudge-free Stay,NDMA15474,TRUE,299,"Mamaearth Charcoal Black Long Stay Kajal with Vitamin C & Chamomile for 11-Hour Smudge-free Stay — gentle, effective, and suitable for daily use.","A cosmetic product delivering reliable performance, comfortable wear, and a pleasant finish. Dermatologically tested and formulated for everyday use. Free from harsh chemicals and dermatologically tested where applicable.",,,299,1000,100,25,25,1.4,2,17,Mamaearth,"Beauty,Makeup",,Pack Size,0.35g,"mamaearth-charcoal-black-long-stay-kajal-with-vitamin-c-chamomile-for-11-hour-smudge-free-stay-1.png, mamaearth-charcoal-black-long-stay-kajal-with-vitamin-c-chamomile-for-11-hour-smudge-free-stay-2.png, mamaearth-charcoal-black-long-stay-kajal-with-vitamin-c-chamomile-for-11-hour-smudge-free-stay-3.png",mamaearth-charcoal-black-long-stay-kajal-with-vitamin-c-chamomile-for-11-hour-smudge-free-stay-1.png,mamaearth-charcoal-black-long-stay-kajal-with-vitamin-c-chamomile-for-11-hour-smudge-free-stay-1.png
Mamaearth Ultra Light Indian Sunscreen,NDMA15475,TRUE,399,"Mamaearth Ultra Light Indian Sunscreen — gentle, effective, and suitable for daily use.","A carefully formulated product designed to deliver reliable results and a pleasant user experience. Suitable for everyday use and made with safe, skin-friendly ingredients. Free from harsh chemicals and dermatologically tested where applicable.",,,399,1000,50,25,25,1.6,3,17,Mamaearth,"Beauty,Makeup",,Pack Size,50g,"mamaearth-ultra-light-indian-sunscreen-1.png, mamaearth-ultra-light-indian-sunscreen-2.png, mamaearth-ultra-light-indian-sunscreen-3.png",mamaearth-ultra-light-indian-sunscreen-1.png,mamaearth-ultra-light-indian-sunscreen-1.png
Mamaearth Ultra Light Indian Sunscreen,NDMA15476,TRUE,499,"Mamaearth Ultra Light Indian Sunscreen — gentle, effective, and suitable for daily use.","A carefully formulated product designed to deliver reliable results and a pleasant user experience. Suitable for everyday use and made with safe, skin-friendly ingredients. Free from harsh chemicals and dermatologically tested where applicable.",,,499,1000,80,25,25,1.4,2.5,17,Mamaearth,"Beauty,Skin & Personal Care",,Pack Size,80g,"mamaearth-ultra-light-indian-sunscreen-1.png, mamaearth-ultra-light-indian-sunscreen-2.png, mamaearth-ultra-light-indian-sunscreen-3.png",mamaearth-ultra-light-indian-sunscreen-1.png,mamaearth-ultra-light-indian-sunscreen-1.png
Mamaearth Aloe Turmeric Gel,NDMA15477,TRUE,249,"Mamaearth Aloe Turmeric Gel — gentle, effective, and suitable for daily use.","A carefully formulated product designed to deliver reliable results and a pleasant user experience. Suitable for everyday use and made with safe, skin-friendly ingredients. Free from harsh chemicals and dermatologically tested where applicable.",,,249,1000,150,25,25,1.4,1.8,17,Mamaearth,"Beauty,Skin & Personal Care",,Pack Size,150 ml,"mamaearth-aloe-turmeric-gel-1.png, mamaearth-aloe-turmeric-gel-2.png, mamaearth-aloe-turmeric-gel-3.png",mamaearth-aloe-turmeric-gel-1.png,mamaearth-aloe-turmeric-gel-1.png
Mamaearth Aloe Turmeric Gel,NDMA15478,TRUE,349,"Mamaearth Aloe Turmeric Gel — gentle, effective, and suitable for daily use.","A carefully formulated product designed to deliver reliable results and a pleasant user experience. Suitable for everyday use and made with safe, skin-friendly ingredients. Free from harsh chemicals and dermatologically tested where applicable.",,,349,1000,300,25,25,1.4,1.4,17,Mamaearth,"Beauty,Skin & Personal Care",,Pack Size,300 ml,"mamaearth-aloe-turmeric-gel-1.png, mamaearth-aloe-turmeric-gel-2.png, mamaearth-aloe-turmeric-gel-3.png",mamaearth-aloe-turmeric-gel-1.png,mamaearth-aloe-turmeric-gel-1.png
Mamaearth Onion Conditioner for Hair Fall Control,NDMA15479,TRUE,559,"Mamaearth Onion Conditioner for Hair Fall Control — gentle, effective, and suitable for daily use.","A carefully formulated product designed to deliver reliable results and a pleasant user experience. Suitable for everyday use and made with safe, skin-friendly ingredients. Free from harsh chemicals and dermatologically tested where applicable.",,,559,1000,400,25,25,1.4,1.4,17,Mamaearth,"Beauty,Skin & Personal Care",,,400ml,"mamaearth-onion-conditioner-for-hair-fall-control-1.png, mamaearth-onion-conditioner-for-hair-fall-control-2.png, mamaearth-onion-conditioner-for-hair-fall-control-3.png",mamaearth-onion-conditioner-for-hair-fall-control-1.png,mamaearth-onion-conditioner-for-hair-fall-control-1.png
Mamaearth Tea Tree Anti Dandruff Hair Mask,NDMA15380,TRUE,599,"Mamaearth Tea Tree Anti Dandruff Hair Mask — gentle, effective, and suitable for daily use.","A carefully formulated product designed to deliver reliable results and a pleasant user experience. Suitable for everyday use and made with safe, skin-friendly ingredients. Free from harsh chemicals and dermatologically tested where applicable.",,,599,1000,200,25,25,1.4,1.4,17,Mamaearth,"Beauty,Hair",,Pack Size,200 ml,"mamaearth-tea-tree-anti-dandruff-hair-mask-1.png, mamaearth-tea-tree-anti-dandruff-hair-mask-2.png, mamaearth-tea-tree-anti-dandruff-hair-mask-3.png",mamaearth-tea-tree-anti-dandruff-hair-mask-1.png,mamaearth-tea-tree-anti-dandruff-hair-mask-1.png
Mamaearth BhringAmla Hair Mask with Bhringraj and Amla for Intense Hair Treatment,NDMA15381,TRUE,599,"Mamaearth BhringAmla Hair Mask with Bhringraj and Amla for Intense Hair Treatment — gentle, effective, and suitable for daily use.","A carefully formulated product designed to deliver reliable results and a pleasant user experience. Suitable for everyday use and made with safe, skin-friendly ingredients. Free from harsh chemicals and dermatologically tested where applicable.",,,599,1000,200,25,25,1.4,1.4,17,Mamaearth,"Beauty,Hair",,Pack Size,200 g,"mamaearth-bhringamla-hair-mask-with-bhringraj-and-amla-for-intense-hair-treatment-1.png, mamaearth-bhringamla-hair-mask-with-bhringraj-and-amla-for-intense-hair-treatment-2.png, mamaearth-bhringamla-hair-mask-with-bhringraj-and-amla-for-intense-hair-treatment-3.png",mamaearth-bhringamla-hair-mask-with-bhringraj-and-amla-for-intense-hair-treatment-1.png,mamaearth-bhringamla-hair-mask-with-bhringraj-and-amla-for-intense-hair-treatment-1.png
Mamaearth Apple Cider Vinegar Hair Mask with Organic Apple Cider Vinegar and Biotin for Long and Shiny Hair,NDMA15382,TRUE,599,"Mamaearth Apple Cider Vinegar Hair Mask with Organic Apple Cider Vinegar and Biotin for Long and Shiny Hair — gentle, effective, and suitable for daily use.","A carefully formulated product designed to deliver reliable results and a pleasant user experience. Suitable for everyday use and made with safe, skin-friendly ingredients. Free from harsh chemicals and dermatologically tested where applicable.",,,599,1000,200,25,25,1.4,1.4,17,Mamaearth,"Beauty,Hair",,Pack Size,200 g,"mamaearth-apple-cider-vinegar-hair-mask-with-organic-apple-cider-vinegar-and-biotin-for-long-and-shiny-hair-1.png, mamaearth-apple-cider-vinegar-hair-mask-with-organic-apple-cider-vinegar-and-biotin-for-long-and-shiny-hair-2.png, mamaearth-apple-cider-vinegar-hair-mask-with-organic-apple-cider-vinegar-and-biotin-for-long-and-shiny-hair-3.png",mamaearth-apple-cider-vinegar-hair-mask-with-organic-apple-cider-vinegar-and-biotin-for-long-and-shiny-hair-1.png,mamaearth-apple-cider-vinegar-hair-mask-with-organic-apple-cider-vinegar-and-biotin-for-long-and-shiny-hair-1.png
Mamaearth Aloe Vera Gel for Skin and Hair,NDMA15383,TRUE,374,"Mamaearth Aloe Vera Gel for Skin and Hair — gentle, effective, and suitable for daily use.","A carefully formulated product designed to deliver reliable results and a pleasant user experience. Suitable for everyday use and made with safe, skin-friendly ingredients. Free from harsh chemicals and dermatologically tested where applicable.",,,374,1000,300,25,25,1.4,1.4,17,Mamaearth,"Beauty,Hair",,Pack Size,300 ml,"mamaearth-aloe-vera-gel-for-skin-and-hair-1.png, mamaearth-aloe-vera-gel-for-skin-and-hair-2.png, mamaearth-aloe-vera-gel-for-skin-and-hair-3.png",mamaearth-aloe-vera-gel-for-skin-and-hair-1.png,mamaearth-aloe-vera-gel-for-skin-and-hair-1.png
Mamaearth Aloe Turmeric Gel for Skin and Hair,NDMA15384,TRUE,349,"Mamaearth Aloe Turmeric Gel for Skin and Hair — gentle, effective, and suitable for daily use.","A carefully formulated product designed to deliver reliable results and a pleasant user experience. Suitable for everyday use and made with safe, skin-friendly ingredients. Free from harsh chemicals and dermatologically tested where applicable.",,,349,1000,300,25,25,1.4,1.4,17,Mamaearth,"Beauty,Skin & Personal Care",,Pack Size,300 ml,"mamaearth-aloe-turmeric-gel-for-skin-and-hair-1.png, mamaearth-aloe-turmeric-gel-for-skin-and-hair-2.png, mamaearth-aloe-turmeric-gel-for-skin-and-hair-3.png",mamaearth-aloe-turmeric-gel-for-skin-and-hair-1.png,mamaearth-aloe-turmeric-gel-for-skin-and-hair-1.png
"Mamaearth Rice Water Conditioner with Rice Water and Keratin for Damaged, Dry and Frizzy Hair",NDMA15385,TRUE,99,"Mamaearth Rice Water Conditioner with Rice Water and Keratin for Damaged, Dry and Frizzy Hair — gentle, effective, and suitable for daily use.","A carefully formulated product designed to deliver reliable results and a pleasant user experience. Suitable for everyday use and made with safe, skin-friendly ingredients. Free from harsh chemicals and dermatologically tested where applicable.",,,99,1000,25,25,25,2,4,17,Mamaearth,"Beauty,Skin & Personal Care",,Pack Size,25 ml,"mamaearth-rice-water-conditioner-with-rice-water-and-keratin-for-damaged-dry-and-frizzy-hair-1.png, mamaearth-rice-water-conditioner-with-rice-water-and-keratin-for-damaged-dry-and-frizzy-hair-2.png, mamaearth-rice-water-conditioner-with-rice-water-and-keratin-for-damaged-dry-and-frizzy-hair-3.png",mamaearth-rice-water-conditioner-with-rice-water-and-keratin-for-damaged-dry-and-frizzy-hair-1.png,mamaearth-rice-water-conditioner-with-rice-water-and-keratin-for-damaged-dry-and-frizzy-hair-1.png
"Mamaearth Rice Water Shampoo With Rice Water and Keratin For Damaged, Dry and Frizzy Hair",NDMA15386,TRUE,99,"Mamaearth Rice Water Shampoo With Rice Water and Keratin For Damaged, Dry and Frizzy Hair — gentle, effective, and suitable for daily use.","A mild and nourishing shampoo that cleanses the scalp without stripping natural oils. Formulated to reduce damage, improve hair texture, and leave hair soft and manageable. Free from harsh chemicals and dermatologically tested where applicable.",,,99,1000,25,25,25,2,4,17,Mamaearth,"Beauty,Hair",,Pack Size,25 ml,"mamaearth-rice-water-shampoo-with-rice-water-and-keratin-for-damaged-dry-and-frizzy-hair-1.png, mamaearth-rice-water-shampoo-with-rice-water-and-keratin-for-damaged-dry-and-frizzy-hair-2.png, mamaearth-rice-water-shampoo-with-rice-water-and-keratin-for-damaged-dry-and-frizzy-hair-3.png",mamaearth-rice-water-shampoo-with-rice-water-and-keratin-for-damaged-dry-and-frizzy-hair-1.png,mamaearth-rice-water-shampoo-with-rice-water-and-keratin-for-damaged-dry-and-frizzy-hair-1.png
Mamaearth Onion Conditioner for Hair Growth and Hair Fall Control with Onion and Coconut,NDMA15387,TRUE,99,"Mamaearth Onion Conditioner for Hair Growth and Hair Fall Control with Onion and Coconut — gentle, effective, and suitable for daily use.","A carefully formulated product designed to deliver reliable results and a pleasant user experience. Suitable for everyday use and made with safe, skin-friendly ingredients. Free from harsh chemicals and dermatologically tested where applicable.",,,99,1000,25,25,25,2,4,17,Mamaearth,"Beauty,Hair",,Pack Size,25 ml,"mamaearth-onion-conditioner-for-hair-growth-and-hair-fall-control-with-onion-and-coconut-1.png, mamaearth-onion-conditioner-for-hair-growth-and-hair-fall-control-with-onion-and-coconut-2.png, mamaearth-onion-conditioner-for-hair-growth-and-hair-fall-control-with-onion-and-coconut-3.png",mamaearth-onion-conditioner-for-hair-growth-and-hair-fall-control-with-onion-and-coconut-1.png,mamaearth-onion-conditioner-for-hair-growth-and-hair-fall-control-with-onion-and-coconut-1.png
Mamaearth Henna Shampoo with Henna and Deep Roast Coffee for Premature Greying,NDMA15388,TRUE,99,"Mamaearth Henna Shampoo with Henna and Deep Roast Coffee for Premature Greying — gentle, effective, and suitable for daily use.","A mild and nourishing shampoo that cleanses the scalp without stripping natural oils. Formulated to reduce damage, improve hair texture, and leave hair soft and manageable. Free from harsh chemicals and dermatologically tested where applicable.",,,99,1000,20,25,25,2,5,17,Mamaearth,"Beauty,Hair",,Pack Size,20 ml,"mamaearth-henna-shampoo-with-henna-and-deep-roast-coffee-for-premature-greying-1.png, mamaearth-henna-shampoo-with-henna-and-deep-roast-coffee-for-premature-greying-2.png, mamaearth-henna-shampoo-with-henna-and-deep-roast-coffee-for-premature-greying-3.png",mamaearth-henna-shampoo-with-henna-and-deep-roast-coffee-for-premature-greying-1.png,mamaearth-henna-shampoo-with-henna-and-deep-roast-coffee-for-premature-greying-1.png
Mamaearth Aloe Turmeric Gel for Skin and Hair,NDMA15389,TRUE,249,"Mamaearth Aloe Turmeric Gel for Skin and Hair — gentle, effective, and suitable for daily use.","A carefully formulated product designed to deliver reliable results and a pleasant user experience. Suitable for everyday use and made with safe, skin-friendly ingredients. Free from harsh chemicals and dermatologically tested where applicable.",,,249,1000,150,25,25,1.4,1.4,17,Mamaearth,"Beauty,Hair",,Pack Size,150 ml,"mamaearth-aloe-turmeric-gel-for-skin-and-hair-1.png, mamaearth-aloe-turmeric-gel-for-skin-and-hair-2.png, mamaearth-aloe-turmeric-gel-for-skin-and-hair-3.png",mamaearth-aloe-turmeric-gel-for-skin-and-hair-1.png,mamaearth-aloe-turmeric-gel-for-skin-and-hair-1.png
Mamaearth Aloe Vera Gel with Pure Aloe Vera & Vitamin E for Skin and Hair,NDMA15390,TRUE,638,"Mamaearth Aloe Vera Gel with Pure Aloe Vera & Vitamin E for Skin and Hair — gentle, effective, and suitable for daily use.","A carefully formulated product designed to deliver reliable results and a pleasant user experience. Suitable for everyday use and made with safe, skin-friendly ingredients. Free from harsh chemicals and dermatologically tested where applicable.",,,638,1000,600,25,25,1.4,1.4,17,Mamaearth,"Beauty,Skin & Personal Care",,Pack Size,300 ml (Pack of 2),"mamaearth-aloe-vera-gel-with-pure-aloe-vera-vitamin-e-for-skin-and-hair-1.png, mamaearth-aloe-vera-gel-with-pure-aloe-vera-vitamin-e-for-skin-and-hair-2.png, mamaearth-aloe-vera-gel-with-pure-aloe-vera-vitamin-e-for-skin-and-hair-3.png",mamaearth-aloe-vera-gel-with-pure-aloe-vera-vitamin-e-for-skin-and-hair-1.png,mamaearth-aloe-vera-gel-with-pure-aloe-vera-vitamin-e-for-skin-and-hair-1.png
Mamaearth Onion Hair Styling Cream for Men with Onion & Redensyl for Nourishment & Styling,NDMA15391,TRUE,299,"Mamaearth Onion Hair Styling Cream for Men with Onion & Redensyl for Nourishment & Styling — gentle, effective, and suitable for daily use.","A targeted skincare formula designed to improve skin texture and address specific concerns. Lightweight, fast-absorbing, and safe for regular use. Free from harsh chemicals and dermatologically tested where applicable.",,,299,1000,100,25,25,1.4,2,17,Mamaearth,"Beauty,Hair",,Pack Size,100 g,"mamaearth-onion-hair-styling-cream-for-men-with-onion-redensyl-for-nourishment-styling-1.png, mamaearth-onion-hair-styling-cream-for-men-with-onion-redensyl-for-nourishment-styling-2.png, mamaearth-onion-hair-styling-cream-for-men-with-onion-redensyl-for-nourishment-styling-3.png",mamaearth-onion-hair-styling-cream-for-men-with-onion-redensyl-for-nourishment-styling-1.png,mamaearth-onion-hair-styling-cream-for-men-with-onion-redensyl-for-nourishment-styling-1.png
Mamaearth Damage Repair Combo,NDMA15392,TRUE,698,"Mamaearth Damage Repair Combo — gentle, effective, and suitable for daily use.","A carefully formulated product designed to deliver reliable results and a pleasant user experience. Suitable for everyday use and made with safe, skin-friendly ingredients. Free from harsh chemicals and dermatologically tested where applicable.",,,698,1000,500,25,25,1.4,1.4,17,Mamaearth,"Beauty,Hair",,Pack Size,500 ml (Combo of 2),"mamaearth-damage-repair-combo-1.png, mamaearth-damage-repair-combo-2.png, mamaearth-damage-repair-combo-3.png",mamaearth-damage-repair-combo-1.png,mamaearth-damage-repair-combo-1.png
Mamaearth Intense Hair Treatment Kit,NDMA15393,TRUE,1197,"Mamaearth Intense Hair Treatment Kit — gentle, effective, and suitable for daily use.","A carefully formulated product designed to deliver reliable results and a pleasant user experience. Suitable for everyday use and made with safe, skin-friendly ingredients. Free from harsh chemicals and dermatologically tested where applicable.",,,1197,1000,750,25,25,1.3,1.4,17,Mamaearth,"Beauty,Hair",,Pack Size,750 ml,"mamaearth-intense-hair-treatment-kit-1.png, mamaearth-intense-hair-treatment-kit-2.png, mamaearth-intense-hair-treatment-kit-3.png",mamaearth-intense-hair-treatment-kit-1.png,mamaearth-intense-hair-treatment-kit-1.png
"Mamaearth Milky Soft Shampoo with Oats, Milk and Calendula for Babies",NDMA15394,TRUE,449,"Mamaearth Milky Soft Shampoo with Oats, Milk and Calendula for Babies — gentle, effective, and suitable for daily use.","A mild and nourishing shampoo that cleanses the scalp without stripping natural oils. Formulated to reduce damage, improve hair texture, and leave hair soft and manageable. Free from harsh chemicals and dermatologically tested where applicable.",,,449,1000,400,25,25,1.4,1.4,17,Mamaearth,"Beauty,Hair",,Pack Size,400 ml,"mamaearth-milky-soft-shampoo-with-oats-milk-and-calendula-for-babies-1.png, mamaearth-milky-soft-shampoo-with-oats-milk-and-calendula-for-babies-2.png, mamaearth-milky-soft-shampoo-with-oats-milk-and-calendula-for-babies-3.png",mamaearth-milky-soft-shampoo-with-oats-milk-and-calendula-for-babies-1.png,mamaearth-milky-soft-shampoo-with-oats-milk-and-calendula-for-babies-1.png
Mamaearth Gentle Cleansing Shampoo,NDMA15395,TRUE,199,"Mamaearth Gentle Cleansing Shampoo — gentle, effective, and suitable for daily use.","A mild and nourishing shampoo that cleanses the scalp without stripping natural oils. Formulated to reduce damage, improve hair texture, and leave hair soft and manageable. Free from harsh chemicals and dermatologically tested where applicable.",,,199,1000,200,25,25,2,1.4,17,Mamaearth,"Baby,Baby Hair Care",,Pack Size,200 ml,"mamaearth-gentle-cleansing-shampoo-1.png, mamaearth-gentle-cleansing-shampoo-2.png, mamaearth-gentle-cleansing-shampoo-3.png",mamaearth-gentle-cleansing-shampoo-1.png,mamaearth-gentle-cleansing-shampoo-1.png
Mamaearth Gentle Cleansing Shampoo,NDMA15396,TRUE,399,"Mamaearth Gentle Cleansing Shampoo — gentle, effective, and suitable for daily use.","A mild and nourishing shampoo that cleanses the scalp without stripping natural oils. Formulated to reduce damage, improve hair texture, and leave hair soft and manageable. Free from harsh chemicals and dermatologically tested where applicable.",,,399,1000,400,25,25,1.4,1.4,17,Mamaearth,"Baby,Baby Hair Care",,Pack Size,400 ml,"mamaearth-gentle-cleansing-shampoo-1.png, mamaearth-gentle-cleansing-shampoo-2.png, mamaearth-gentle-cleansing-shampoo-3.png",mamaearth-gentle-cleansing-shampoo-1.png,mamaearth-gentle-cleansing-shampoo-1.png
Mamaearth Foaming Face Wash For Kids With Aloe Vera & Coconut For Gentle Cleansing,NDMA15397,TRUE,449,"Mamaearth Foaming Face Wash For Kids With Aloe Vera & Coconut For Gentle Cleansing — gentle, effective, and suitable for daily use.","A targeted skincare formula designed to improve skin texture and address specific concerns. Lightweight, fast-absorbing, and safe for regular use. Free from harsh chemicals and dermatologically tested where applicable.",,,449,1000,400,25,25,1.4,1.4,17,Mamaearth,"Baby,Baby Hair Care",,Pack Size,400 ml,"mamaearth-foaming-face-wash-for-kids-with-aloe-vera-coconut-for-gentle-cleansing-1.png, mamaearth-foaming-face-wash-for-kids-with-aloe-vera-coconut-for-gentle-cleansing-2.png, mamaearth-foaming-face-wash-for-kids-with-aloe-vera-coconut-for-gentle-cleansing-3.png",mamaearth-foaming-face-wash-for-kids-with-aloe-vera-coconut-for-gentle-cleansing-1.png,mamaearth-foaming-face-wash-for-kids-with-aloe-vera-coconut-for-gentle-cleansing-1.png
Mamaearth Moisturizing Daily Lotion For Babies,NDMA15398,TRUE,399,"Mamaearth Moisturizing Daily Lotion For Babies — gentle, effective, and suitable for daily use.",A lightweight lotion that provides long-lasting hydration and maintains skin softness. Absorbs quickly without a greasy finish and is suitable for daily use. Free from harsh chemicals and dermatologically tested where applicable.,,,399,1000,400,25,25,1.4,1.4,17,Mamaearth,"Baby,Baby Skin Care",,Pack Size,400 ml,"mamaearth-moisturizing-daily-lotion-for-babies-1.png, mamaearth-moisturizing-daily-lotion-for-babies-2.png, mamaearth-moisturizing-daily-lotion-for-babies-3.png",mamaearth-moisturizing-daily-lotion-for-babies-1.png,mamaearth-moisturizing-daily-lotion-for-babies-1.png
Mamaearth Coco Soft Body Lotion with Coconut Milk & Turmeric for 24-Hour Moisturization,NDMA15399,TRUE,449,"Mamaearth Coco Soft Body Lotion with Coconut Milk & Turmeric for 24-Hour Moisturization — gentle, effective, and suitable for daily use.",A lightweight lotion that provides long-lasting hydration and maintains skin softness. Absorbs quickly without a greasy finish and is suitable for daily use. Free from harsh chemicals and dermatologically tested where applicable.,,,449,1000,400,25,25,1.4,1.4,17,Mamaearth,"Baby,Baby Skin Care",,Pack Size,400 ml,"mamaearth-coco-soft-body-lotion-with-coconut-milk-turmeric-for-24-hour-moisturization-1.png, mamaearth-coco-soft-body-lotion-with-coconut-milk-turmeric-for-24-hour-moisturization-2.png, mamaearth-coco-soft-body-lotion-with-coconut-milk-turmeric-for-24-hour-moisturization-3.png",mamaearth-coco-soft-body-lotion-with-coconut-milk-turmeric-for-24-hour-moisturization-1.png,mamaearth-coco-soft-body-lotion-with-coconut-milk-turmeric-for-24-hour-moisturization-1.png
"Mamaearth Milky Soft Body Lotion for Babies with Oats, Milk and Calendula",NDMA15400,TRUE,449,"Mamaearth Milky Soft Body Lotion for Babies with Oats, Milk and Calendula — gentle, effective, and suitable for daily use.",A lightweight lotion that provides long-lasting hydration and maintains skin softness. Absorbs quickly without a greasy finish and is suitable for daily use. Free from harsh chemicals and dermatologically tested where applicable.,,,449,1000,400,25,25,1.4,1.4,17,Mamaearth,"Baby,Baby Skin Care",,Pack Size,400 ml,"mamaearth-milky-soft-body-lotion-for-babies-with-oats-milk-and-calendula-1.png, mamaearth-milky-soft-body-lotion-for-babies-with-oats-milk-and-calendula-2.png, mamaearth-milky-soft-body-lotion-for-babies-with-oats-milk-and-calendula-3.png",mamaearth-milky-soft-body-lotion-for-babies-with-oats-milk-and-calendula-1.png,mamaearth-milky-soft-body-lotion-for-babies-with-oats-milk-and-calendula-1.png
Mamaearth Moisturizing Daily Lotion For Babies,NDMA15401,TRUE,199,"Mamaearth Moisturizing Daily Lotion For Babies — gentle, effective, and suitable for daily use.",A lightweight lotion that provides long-lasting hydration and maintains skin softness. Absorbs quickly without a greasy finish and is suitable for daily use. Free from harsh chemicals and dermatologically tested where applicable.,,,199,1000,200,25,25,1.4,1.4,17,Mamaearth,"Baby,Baby Skin Care",,Pack Size,200 ml,"mamaearth-moisturizing-daily-lotion-for-babies-1.png, mamaearth-moisturizing-daily-lotion-for-babies-2.png, mamaearth-moisturizing-daily-lotion-for-babies-3.png",mamaearth-moisturizing-daily-lotion-for-babies-1.png,mamaearth-moisturizing-daily-lotion-for-babies-1.png
Mamaearth Super Strawberry Body Lotion for Kids With Strawberry & Shea Butter,NDMA15402,TRUE,399,"Mamaearth Super Strawberry Body Lotion for Kids With Strawberry & Shea Butter — gentle, effective, and suitable for daily use.",A lightweight lotion that provides long-lasting hydration and maintains skin softness. Absorbs quickly without a greasy finish and is suitable for daily use. Free from harsh chemicals and dermatologically tested where applicable.,,,399,1000,400,25,25,1.4,1.4,17,Mamaearth,"Baby,Baby Skin Care",,Pack Size,400 ml,"mamaearth-super-strawberry-body-lotion-for-kids-with-strawberry-shea-butter-1.png, mamaearth-super-strawberry-body-lotion-for-kids-with-strawberry-shea-butter-2.png, mamaearth-super-strawberry-body-lotion-for-kids-with-strawberry-shea-butter-3.png",mamaearth-super-strawberry-body-lotion-for-kids-with-strawberry-shea-butter-1.png,mamaearth-super-strawberry-body-lotion-for-kids-with-strawberry-shea-butter-1.png
Mamaearth Brave Blueberry Body Lotion For Kids with Blueberry and Kokum Butter,NDMA15403,TRUE,399,"Mamaearth Brave Blueberry Body Lotion For Kids with Blueberry and Kokum Butter — gentle, effective, and suitable for daily use.",A lightweight lotion that provides long-lasting hydration and maintains skin softness. Absorbs quickly without a greasy finish and is suitable for daily use. Free from harsh chemicals and dermatologically tested where applicable.,,,399,1000,400,25,25,1.4,1.4,17,Mamaearth,"Baby,Baby Skin Care",,Pack Size,400 ml,"mamaearth-brave-blueberry-body-lotion-for-kids-with-blueberry-and-kokum-butter-1.png, mamaearth-brave-blueberry-body-lotion-for-kids-with-blueberry-and-kokum-butter-2.png, mamaearth-brave-blueberry-body-lotion-for-kids-with-blueberry-and-kokum-butter-3.png",mamaearth-brave-blueberry-body-lotion-for-kids-with-blueberry-and-kokum-butter-1.png,mamaearth-brave-blueberry-body-lotion-for-kids-with-blueberry-and-kokum-butter-1.png
